frequency_hz,target_db,fitted_iir_db,error_db
2684.1114,-4.4496391,-4.2309922,0.2186469
2708.3942,-4.5165109,-4.2807814,0.23572947
2732.8967,-4.5848062,-4.3365315,0.24827462
2757.6209,-4.6512042,-4.3987288,0.25247544
2782.5687,-4.7193602,-4.4677674,0.25159281
2807.7423,-4.7834077,-4.5438668,0.23954091
2833.1436,-4.8508235,-4.6269566,0.22386689
2858.7747,-4.9097352,-4.7165234,0.19321186
2884.6377,-4.9591901,-4.8114227,0.14776741
2910.7347,-5.0088642,-4.9096721,0.099192039
2937.0677,-5.051815,-5.0082645,0.043550497
2963.639,-5.0844275,-5.1030697,-0.018642219
2990.4507,-5.1203983,-5.1889191,-0.068520812
3017.5049,-5.1398678,-5.2599695,-0.1201017
3044.8039,-5.1532814,-5.3103864,-0.15710492
3072.3499,-5.1554965,-5.3352733,-0.17977675
3100.1451,-5.1407219,-5.3316203,-0.19089844
3128.1917,-5.1251976,-5.298959,-0.17376141
3156.4921,-5.0958009,-5.2394714,-0.14367056
3185.0485,-5.0666397,-5.1575074,-0.090867662
3213.8632,-5.0200103,-5.0587021,-0.038691725
3242.9386,-4.9754584,-4.9490053,0.026453052
3272.2771,-4.9140871,-4.8338922,0.080194868
3301.881,-4.8592682,-4.7178851,0.14138311
3331.7527,-4.7869668,-4.6043802,0.18258663
3361.8947,-4.7236563,-4.4956937,0.22796259
3392.3093,-4.6437553,-4.3932288,0.25052652
3422.9991,-4.5591712,-4.2976828,0.26148843
3453.9666,-4.4720584,-4.2092462,0.26281225
3485.2142,-4.382376,-4.1277701,0.25460587
3516.7445,-4.2912482,-4.0528952,0.23835309
3548.5601,-4.1998113,-3.9841454,0.21566588
3580.6634,-4.1128686,-3.9209926,0.19187595
3613.0573,-4.0284699,-3.8628987,0.16557121
3645.7442,-3.9474315,-3.8093417,0.1380898
3678.7268,-3.8602615,-3.7598309,0.10043066
3712.0078,-3.7754887,-3.7139144,0.061574344
3745.5898,-3.6914255,-3.6711817,0.020243836
3779.4757,-3.6055369,-3.6312637,-0.025726847
3813.6682,-3.5229472,-3.5938305,-0.070883293
3848.17,-3.4388118,-3.5585884,-0.11977664
3882.9839,-3.3564356,-3.525277,-0.16884139
3918.1128,-3.2790852,-3.4936653,-0.21458019
3953.5595,-3.2085065,-3.463549,-0.25504248
3989.3268,-3.1384813,-3.4347467,-0.2962654
4025.4178,-3.0758494,-3.4070979,-0.33124845
4061.8352,-3.0236722,-3.3804599,-0.35678775
4098.5822,-2.9730833,-3.3547061,-0.3816228
4135.6615,-2.9354085,-3.3297233,-0.39431478
4173.0764,-2.8867344,-3.3054108,-0.41867636
4210.8297,-2.853254,-3.2816782,-0.4284242
4248.9245,-2.8213253,-3.2584448,-0.43711943
4287.364,-2.7884429,-3.2356375,-0.44719463
4326.1513,-2.7569449,-3.2131908,-0.4562459
4365.2895,-2.7305571,-3.1910452,-0.46048811
4404.7817,-2.7110925,-3.1691468,-0.45805431
4444.6312,-2.6964716,-3.1474466,-0.45097504
4484.8413,-2.6891934,-3.1258998,-0.43670637
4525.4151,-2.6819804,-3.1044653,-0.42248494
4566.3559,-2.6819519,-3.0831056,-0.40115371
4607.6672,-2.6811635,-3.0617858,-0.38062229
4649.3522,-2.6844962,-3.040474,-0.35597783
4691.4143,-2.6940284,-3.0191403,-0.32511197
4733.857,-2.6903602,-2.9977571,-0.30739691
4776.6836,-2.6952784,-2.9762986,-0.28102018
4819.8977,-2.7048725,-2.9547404,-0.24986794
4863.5027,-2.6979745,-2.93306,-0.23508547
4907.5022,-2.6901266,-2.9112359,-0.22110925
4951.8998,-2.6826766,-2.8892479,-0.20657124
4996.699,-2.6663251,-2.8670769,-0.20075172
5041.9035,-2.6468471,-2.8447047,-0.19785763
5087.517,-2.6245627,-2.8221141,-0.19755143
5133.5432,-2.6081203,-2.7992886,-0.19116834
5179.9857,-2.5888241,-2.7762125,-0.1873884
5226.8484,-2.5801423,-2.7528708,-0.17272847
5274.1351,-2.5686982,-2.729249,-0.16055072
5321.8495,-2.57578,-2.7053333,-0.12955328
5369.9956,-2.5988447,-2.6811104,-0.082265698
5418.5773,-2.6364553,-2.6565677,-0.020112373
5467.5985,-2.6982323,-2.6316929,0.066539415
5517.0632,-2.783448,-2.6064743,0.17697372
5566.9754,-2.8854942,-2.5809007,0.30459353
5617.3392,-3.0098166,-2.5549613,0.45485526
5668.1586,-3.130295,-2.528646,0.60164903
5719.4377,-3.2703796,-2.5019449,0.76843475
5771.1807,-3.4067407,-2.4748487,0.93189198
5823.3919,-3.5090633,-2.4473489,1.0617144
5876.0754,-3.6083615,-2.4194372,1.1889243
5929.2356,-3.6373489,-2.391106,1.2462428
5982.8766,-3.6376472,-2.3623485,1.2752987
6037.003,-3.5583596,-2.3331582,1.2252014
6091.619,-3.4433907,-2.3035297,1.139861
6146.7291,-3.2813999,-2.273458,1.0079419
6202.3379,-3.064106,-2.2429392,0.82116674
6258.4496,-2.8364116,-2.2119702,0.62444133
6315.0691,-2.5651663,-2.1805489,0.38461738
6372.2007,-2.2952858,-2.1486742,0.14661165
6429.8493,-2.0288629,-2.1163461,-0.087483202
6488.0193,-1.7508728,-2.0835661,-0.33269323
6546.7156,-1.5317988,-2.0503367,-0.51853799
6605.943,-1.3277926,-2.0166624,-0.68886972
6665.7061,-1.1906313,-1.9825487,-0.79191745
6726.0099,-1.0743924,-1.9480035,-0.87361109
6786.8593,-1.026064,-1.9130362,-0.88697217
6848.2592,-1.00856,-1.8776586,-0.86909861
6910.2146,-1.0331433,-1.8418846,-0.8087413
6972.7305,-1.1019867,-1.8057307,-0.70374399
7035.8119,-1.1855831,-1.7692163,-0.58363318
7099.464,-1.2964853,-1.7323635,-0.43587827
7163.692,-1.4158971,-1.6951979,-0.27930087
7228.5011,-1.5195983,-1.6577485,-0.13815019
7293.8964,-1.6161941,-1.6200481,-0.0038539626
7359.8834,-1.6818566,-1.5821337,0.099722913
7426.4674,-1.7301554,-1.5440468,0.18610861
7493.6537,-1.7540928,-1.5058338,0.24825897
7561.4479,-1.7628673,-1.4675463,0.29532101
7629.8554,-1.7515657,-1.4292415,0.32232424
7698.8817,-1.722917,-1.3909827,0.33193429
7768.5326,-1.6849072,-1.35284,0.33206719
7838.8135,-1.6317103,-1.3148903,0.31682002
7909.7303,-1.5765198,-1.277218,0.29930173
7981.2887,-1.5068129,-1.2399157,0.26689717
8053.4944,-1.4346381,-1.2030845,0.23155362
8126.3534,-1.3555084,-1.1668344,0.18867398
8199.8715,-1.2774094,-1.1312854,0.14612401
8274.0548,-1.1987348,-1.0965675,0.10216728
8348.9091,-1.1179642,-1.0628213,0.05514291
8424.4407,-1.0383877,-1.0301986,0.0081890677
8500.6556,-0.96371341,-0.99886317,-0.035149759
8577.56,-0.89532682,-0.96899044,-0.07366362
8655.1601,-0.82579508,-0.94076853,-0.11497345
8733.4623,-0.76550629,-0.91439821,-0.14889192
8812.4729,-0.71238125,-0.89009315,-0.17771191
8892.1982,-0.6553614,-0.86808003,-0.21271864
8972.6448,-0.61495193,-0.84859839,-0.23364646
9053.8193,-0.56738851,-0.83190043,-0.26451192
9135.7281,-0.53895889,-0.8182506,-0.27929171
9218.3779,-0.50961,-0.80792491,-0.29831491
9301.7754,-0.4853879,-0.80121013,-0.31582223
9385.9274,-0.46958489,-0.79840257,-0.32881769
9470.8408,-0.46122929,-0.79980678,-0.33857749
9556.5223,-0.46455612,-0.80573378,-0.34117766
9642.979,-0.47410899,-0.81649913,-0.34239014
9730.2179,-0.49986656,-0.83242066,-0.3325541
9818.2459,-0.53646784,-0.85381591,-0.31734807
9907.0704,-0.5905684,-0.88099936,-0.29043096
9996.6985,-0.64924869,-0.91427938,-0.26503068
10087.137,-0.72893449,-0.95395502,-0.22502054
10178.394,-0.81217446,-1.0003128,-0.18813829
10270.477,-0.90776045,-1.053623,-0.14586256
10363.393,-1.015243,-1.1141369,-0.098893926
10457.149,-1.1311517,-1.1820829,-0.050931208
10551.754,-1.2490626,-1.257664,-0.0086014544
10647.214,-1.3756041,-1.3410548,0.034549298
10743.538,-1.5073577,-1.4323989,0.074958812
10840.734,-1.6385536,-1.5318075,0.10674612
10938.809,-1.776736,-1.6393577,0.13737827
11037.771,-1.9176214,-1.7550918,0.16252968
11137.628,-2.0680696,-1.8790167,0.18905293
11238.389,-2.2145814,-2.0111048,0.20347658
11340.061,-2.373243,-2.1512947,0.22194823
11442.653,-2.530455,-2.2994928,0.23096218
11546.173,-2.6951388,-2.4555754,0.23956338
11650.63,-2.8639267,-2.619391,0.24453562
11756.032,-3.0376056,-2.7907638,0.24684178
11862.388,-3.2176731,-2.9694963,0.2481768
11969.705,-3.3994989,-3.1553729,0.24412606
12077.994,-3.5871522,-3.3481635,0.2389887
12187.262,-3.7769894,-3.5476273,0.22936213
12297.518,-3.9752849,-3.7535157,0.22176919
12408.772,-4.1763234,-3.9655762,0.2107472
12521.033,-4.3834916,-4.1835556,0.19993597
12634.309,-4.6017476,-4.4072029,0.19454472
12748.61,-4.8107702,-4.636272,0.1744982
12863.946,-5.0315347,-4.8705245,0.16101011
12980.324,-5.2551079,-5.1097318,0.14537611
13097.756,-5.4881469,-5.3536768,0.13447001
13216.249,-5.7195109,-5.6021564,0.11735451
13335.815,-5.9585495,-5.8549819,0.10356762
13456.463,-6.2046547,-6.1119811,0.092673601
13578.202,-6.4467452,-6.3729989,0.073746328
13701.042,-6.7049933,-6.6378982,0.067095108
13824.994,-6.9573502,-6.9065607,0.050789485
13950.067,-7.2127318,-7.1788871,0.03384472
14076.271,-7.4848778,-7.4547979,0.030079914
14203.617,-7.7608394,-7.7342336,0.026605832
14332.116,-8.0234711,-8.017155,0.0063161606
14461.777,-8.3077524,-8.3035432,0.0042091609
14592.611,-8.5931526,-8.5934003,-0.00024772151
14724.628,-8.8808224,-8.8867491,-0.0059267702
14857.84,-9.1795,-9.1836337,-0.0041336996
14992.257,-9.4723771,-9.4841193,-0.011742239
15127.89,-9.7727202,-9.7882928,-0.015572599
15264.75,-10.085138,-10.096263,-0.011124666
15402.849,-10.39506,-10.408159,-0.01309928
15542.196,-10.720439,-10.724134,-0.003695747
15682.805,-11.035185,-11.044363,-0.0091786647
15824.685,-11.36011,-11.369042,-0.0089319836
15967.849,-11.704796,-11.698389,0.0064067018
16112.308,-12.032451,-12.032643,-0.00019250848
16258.074,-12.358072,-12.372063,-0.013991636
16405.159,-12.708036,-12.716926,-0.0088903386
16553.575,-13.04861,-13.067525,-0.018914381
16703.333,-13.411399,-13.424161,-0.012762016
16854.446,-13.77495,-13.787143,-0.012192889
17006.926,-14.118995,-14.156771,-0.037776525
17160.786,-14.497129,-14.53333,-0.036200576
17316.037,-14.878923,-14.917064,-0.038141009
17472.693,-15.249543,-15.308155,-0.058611519
17630.767,-15.65062,-15.706679,-0.056059227
17790.27,-16.020494,-16.11256,-0.092065563
17951.216,-16.408038,-16.525487,-0.11744883
18113.619,-16.787403,-16.944824,-0.15742076
18277.49,-17.20626,-17.369459,-0.16319907
18442.845,-17.605062,-17.797626,-0.19256322
18609.695,-17.995393,-18.22665,-0.23125687
18778.055,-18.450158,-18.652629,-0.20247055
18947.937,-18.837401,-19.070039,-0.23263815
19119.357,-19.281043,-19.471279,-0.19023604
19292.327,-19.691572,-19.84622,-0.15464849
19466.863,-20.114999,-20.181863,-0.066864041
19642.977,-20.537105,-20.462326,0.074778707
19820.685,-21.014159,-20.669433,0.34472601
20000,-21.476812,-20.784146,0.69266557
